,rurality,s1 score,s2 score,s3 score,deakin bonus,anu bonus,mq bonus,notes,interview?,interview uni,interview uni gpa,interview uni gamsat,pref 1 uni,pref 1 gpa,pref 1 gamsat,pref 2 uni,pref 2 gpa,pref 2 gamsat,pref 3 uni,pref 3 gpa,pref 3 gamsat,pref 4 uni,pref 4 gpa,pref 4 gamsat,pref 5 uni,pref 5 gpa,pref 5 gamsat,pref 6 uni,pref 6 gpa,pref 6 gamsat,year,uq tier,casper quartile,deakin tier,unimelb gam,undf bonuses,unds bonuses,uow bonuses
914,Non-Rural,60,62,59,0,0,0,,No,,,,The University of Western Australia,6.604,60.0,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
915,Rural,51,70,56,10,0,0,deakin rts,Yes,Deakin University,6.74,58.25,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
916,Non-Rural,53,72,68,0,2,0,above average portfolio,No,,,,Deakin University,6.705,65.25,The University of Notre Dame Sydney,6.705,64.33,The University of Notre Dame Fremantle,6.705,64.33,The University of Wollongong,5.5,65.25,Macquarie University,6.674,65.25,,,"
",2023,,3rd,,,,,
917,Non-Rural,57,61,71,0,2,3,,Yes,Macquarie University,6.74,65.0,Australian National University,6.771,65.0,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
918,Non-Rural,72,71,65,0,0,0,,Yes,The University of Notre Dame Sydney,6.57,69.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
919,Non-Rural,61,70,62,0,0,0,,Yes,The University of Notre Dame Sydney,6.87,64.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
920,Non-Rural,81,66,58,0,0,0,wa resident,Yes,The University of Notre Dame Fremantle,6.86,68.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
921,Non-Rural,67,70,81,2,0,0,,Yes,The University of Melbourne,7.0,72.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
922,Non-Rural,70,77,100,0,0,0,,Yes,The University of Melbourne,7.0,82.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
923,Non-Rural,56,77,64,0,0,0,,Yes,The University of Notre Dame Sydney,6.875,65.67,The University of Melbourne,6.875,65.67,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
924,Non-Rural,67,61,97,0,0,0,,Yes,The University of Melbourne,7.0,75.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
925,Non-Rural,63,71,67,0,0,0,,Yes,The University of Notre Dame Fremantle,6.87,67.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
926,Non-Rural,59,74,66,6,0,0,,Yes,The University of Notre Dame Sydney,6.725,66.33,Deakin University,6.538,66.25,Griffith University,6.575,66.25,,,,,,,,,,,,"
",2023,,4th,,,,,
927,Non-Rural,69,62,66,0,2,0,,Yes,The University of Notre Dame Fremantle,6.87,65.67,The University of Notre Dame Sydney,6.87,65.67,Australian National University,6.87,65.75,Griffith University,6.79,65.75,,,,,,,,,"
",2023,,3rd,,,,,
928,Non-Rural,67,74,75,0,2,0,,Yes,The University of Wollongong,5.5,72.75,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
929,Non-Rural,64,65,65,2,0,0,,Yes,The University of Queensland (RMP),6.89,64.67,The University of Melbourne,6.9,64.67,,,,,,,,,,,,,,,"
",2023,Tier 3,,,,,,
930,Non-Rural,66,76,88,0,0,3,,Yes,The University of Notre Dame Sydney,6.56,76.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
931,Non-Rural,58,66,64,0,0,3,,Yes,Macquarie University,6.98,63.0,The University of Notre Dame Sydney,6.98,62.67,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
932,Non-Rural,57,66,77,2,2,0,,Yes,Macquarie University,6.65,69.25,The University of Notre Dame Sydney,6.65,66.67,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
933,Rural,60,63,64,0,0,0,"mm7, wa resident bonus, first time applicant",Yes,The University of Notre Dame Fremantle,6.448,62.33,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
934,Non-Rural,63,73,65,0,0,0,,Yes,Australian National University,6.84,66.5,The University of Melbourne,6.84,67.0,Deakin University,6.84,66.5,,,,,,,,,,,,"
",2023,,,,,,,
935,Non-Rural,59,67,76,4,0,0,,Yes,The University of Western Australia,6.69,69.5,Griffith University,6.69,69.5,The University of Queensland (Metro),6.69,67.33,The University of Melbourne,6.69,67.33,,,,,,,,,"
",2023,,,,,,,
936,Non-Rural,61,73,77,0,0,0,,Yes,The University of Notre Dame Sydney,6.825,70.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
937,Non-Rural,61,73,74,0,2,0,,Yes,The University of Notre Dame Sydney,6.4,69.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
938,Non-Rural,60,60,74,0,0,0,"(initially reported ddmp, but given n/a for tier likely only applied to metro - luke)",Yes,Griffith University,7.0,67.0,The University of Queensland (Metro),7.0,64.67,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
939,Non-Rural,83,62,68,0,0,3,,Yes,Macquarie University,6.93,70.25,The University of Notre Dame Sydney,6.93,71.0,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
940,Rural,60,77,70,2,0,0,,Yes,Griffith University,6.781,69.25,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
941,Non-Rural,55,66,72,0,0,0,,No,,,,The University of Melbourne,6.775,64.33,Deakin University,6.927,66.25,The University of Western Australia,6.792,66.25,The University of Queensland (Metro),7.0,64.33,Griffith University,6.938,66.25,,,"
",2023,,,,,,,
942,Rural,56,62,72,2,0,0,,Yes,Griffith University,6.9,65.5,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
943,Non-Rural,55,66,66,0,0,0,,No,,,,Griffith University,6.56,63.25,,,,,,,,,,,,,,,"
",2023,,,,,,,
944,Rural,71,72,50,0,0,0,"mm6, wa resident. first time applicant.",Yes,The University of Notre Dame Fremantle,6.0,64.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
945,Non-Rural,64,59,70,0,0,0,"red cross volunteer, st john ambulance volunteer, rural work experience",Yes,The University of Wollongong,5.5,65.75,The University of Notre Dame Sydney,6.65,64.33,Macquarie University,6.65,65.75,,,,,,,,,,,,"
",2023,,3rd,,,,,
946,Non-Rural,70,58,100,0,2,0,wa resident,Yes,The University of Western Australia,6.361,82.0,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
947,Non-Rural,60,71,74,0,0,0,,Yes,Macquarie University,6.61,69.75,The University of Notre Dame Sydney,6.61,68.33,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
948,Non-Rural,54,75,78,0,0,0,,Yes,The University of Notre Dame Sydney,6.835,69.0,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
949,Non-Rural,69,71,82,0,0,0,,Yes,Australian National University,6.88,76.0,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
950,Non-Rural,65,75,65,0,2,0,,Yes,The University of Notre Dame Sydney,6.75,68.33,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
951,Non-Rural,59,76,77,0,0,0,,Yes,The University of Western Australia,6.504,72.25,The University of Melbourne,6.504,70.67,Deakin University,6.504,72.25,The University of Notre Dame Fremantle,6.504,70.67,Australian National University,6.504,72.25,,,,,,"
",2023,,1st,,,,,
952,Non-Rural,68,68,81,0,2,0,,Yes,The University of Queensland (Metro),7.0,72.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
953,Non-Rural,72,72,69,0,0,0,applied for gam,Yes,The University of Melbourne,6.95,71.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
954,Non-Rural,62,56,85,2,2,0,,Yes,Australian National University,6.575,72.0,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
955,Non-Rural,61,72,62,0,0,0,,Yes,The University of Notre Dame Sydney,6.935,65.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
956,Non-Rural,61,65,77,0,0,0,"i think above average - rural experience as a health professional, disability work experience, lots of volunteering and team sport, bilingual etc.
",Yes,The University of Wollongong,5.5,70.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
957,Rural,57,51,70,6,0,0,,Yes,The University of Queensland (RMP),6.0,59.33,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
958,Non-Rural,64,86,67,0,0,0,gam,Yes,The University of Melbourne,6.646,72.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
959,Non-Rural,62,68,85,0,2,0,,Yes,The University of Notre Dame Sydney,6.8,71.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
960,Non-Rural,75,66,69,0,2,0,"completed an honours with first class, but weak gpa in previous years",Yes,The University of Queensland (Metro),7.0,70.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
961,Non-Rural,71,66,74,0,2,0,,Yes,Griffith University,6.688,71.25,The University of Melbourne,6.646,70.33,,,,,,,,,,,,,,,"
",2023,,,,,,,
962,Non-Rural,72,77,56,0,0,0,wa resident,No,,,,The University of Notre Dame Fremantle,5.86,68.33,The University of Western Australia,5.97,65.25,,,,,,,,,,,,"
",2023,,1st,,,,,
963,Non-Rural,68,65,73,0,0,0,,Yes,Griffith University,6.885,69.75,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
964,Rural,67,75,60,12,0,0,deakin rts selected,Yes,Deakin University,5.812,65.5,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
965,Non-Rural,60,73,61,4,2,0,,Yes,The University of Queensland (RMP),7.0,64.67,The University of Notre Dame Sydney,6.615,64.67,Macquarie University,6.615,63.75,,,,,,,,,,,,"
",2023,Tier 3,4th,,,,,
966,Non-Rural,64,70,69,0,0,0,,No,,,,Australian National University,6.11,68.0,Deakin University,6.11,68.0,Griffith University,5.92,68.0,The University of Western Australia,5.92,68.0,The University of Melbourne,5.54,67.67,,,"
",2023,,,,,,,
967,Non-Rural,61,71,67,2,0,0,gam,No,,,,Deakin University,6.857,66.5,The University of Melbourne,6.5,66.33,,,,,,,,,,,,"
",2023,,,,,,,
968,Non-Rural,63,62,85,6,0,0,,Yes,Deakin University,6.302,73.75,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
969,Non-Rural,61,69,64,0,0,0,,Yes,The University of Notre Dame Fremantle,6.75,64.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
970,Non-Rural,68,83,75,0,0,0,,Yes,The University of Notre Dame Sydney,6.927,75.33,The University of Melbourne,6.146,75.33,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
971,Non-Rural,57,72,52,0,0,0,,No,,,,The University of Notre Dame Sydney,6.49,60.33,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
972,Non-Rural,68,76,64,0,0,0,"relatively good portfolio with 2 years + full time rural paramedic experience and military background (non medical & non combat)
",Yes,The University of Wollongong,5.5,68.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
973,Rural,61,57,69,0,0,0,,Yes,The University of Queensland (RMP),6.185,62.33,,,,,,,,,,,,,,,,,,"
",2023,Tier 2,1st,,,,,
974,Non-Rural,74,64,73,2,0,0,,Yes,The University of Queensland (RMP),6.647,70.33,,,,,,,,,,,,,,,,,,"
",2023,Tier 3,,,,,,
975,Rural,63,75,50,0,0,0,"average portfolio, team sports, ndis work, volunteering",Yes,The University of Wollongong,5.5,59.5,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
976,Non-Rural,62,52,69,0,0,0,,No,,,,Griffith University,6.0,63.0,The University of Queensland (Metro),6.0,61.0,,,,,,,,,,,,"
",2023,,,,,,,
977,Non-Rural,67,61,67,0,0,3,,Yes,Macquarie University,7.0,65.5,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
978,Non-Rural,65,72,82,0,0,0,,Yes,The University of Notre Dame Sydney,6.88,73.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
979,Non-Rural,67,61,67,0,0,3,,Yes,Macquarie University,7.0,65.5,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
980,Non-Rural,67,65,71,0,4,0,,Yes,The University of Queensland (RMP),7.0,67.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
981,Non-Rural,62,64,82,0,2,0,,Yes,The University of Queensland (RMP),6.41,69.33,,,,,,,,,,,,,,,,,,"
",2023,Tier 3,3rd,,,,,
982,Non-Rural,66,74,80,0,0,0,,Yes,The University of Notre Dame Sydney,6.19,73.33,The University of Melbourne,6.117,73.33,Deakin University,6.362,75.0,Australian National University,6.19,75.0,,,,,,,,,"
",2023,,4th,,,,,
983,Non-Rural,64,76,74,0,2,0,,Yes,The University of Notre Dame Fremantle,6.28,71.33,,,,,,,,,,,,,,,,,,"
",2023,Tier 3,4th,,,,,
984,Non-Rural,75,66,70,0,0,0,,Yes,The University of Western Australia,6.68,70.25,The University of Melbourne,6.68,70.33,Deakin University,6.71,70.25,,,,,,,,,,,,"
",2023,,4th,,,,,
985,Non-Rural,65,79,74,2,2,0,,Yes,Australian National University,6.865,73.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
986,Non-Rural,71,64,85,0,0,0,,Yes,The University of Melbourne,6.813,73.33,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
987,Non-Rural,58,61,93,0,0,0,,Yes,Australian National University,6.667,76.25,The University of Melbourne,6.66,70.67,,,,,,,,,,,,,,,"
",2023,,,,,,,
988,Non-Rural,58,80,54,0,0,0,,Yes,The University of Notre Dame Fremantle,6.504,64.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
989,Non-Rural,71,67,69,0,0,0,,Yes,Griffith University,6.8,69.0,The University of Notre Dame Sydney,6.8,69.0,The University of Queensland (Metro),6.8,69.0,The University of Melbourne,6.8,69.0,,,,,,,,,"
",2023,Tier 1 (CQ-WB RMP),2nd,,,,,
990,Non-Rural,67,70,69,0,0,0,,Yes,The University of Queensland (RMP),6.5,68.67,,,,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
991,Rural,69,62,52,0,0,0,rural mm3,Yes,The University of Western Australia,6.66,58.75,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
992,Non-Rural,62,73,77,0,2,0,,Yes,The University of Melbourne,6.75,70.67,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
993,Non-Rural,59,60,67,4,2,0,,No,,,,Deakin University,6.958,63.25,Australian National University,6.958,63.25,Griffith University,6.938,63.25,,,,,,,,,"
",2023,,,,,,,
994,Non-Rural,64,70,58,0,0,0,,Yes,The University of Notre Dame Sydney,6.993,64.0,Griffith University,6.993,62.5,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
995,Non-Rural,58,69,50,0,0,0,,No,,,,Griffith University,6.77,56.75,,,,,,,,,,,,,,,"
",2023,,,,,,,
996,Non-Rural,65,79,59,0,0,0,gam,No,,,,The University of Queensland (Metro),6.9,67.67,,,,,,,,,,,,,,,"
",2023,Tier 3,,,,,,
997,Non-Rural,58,68,77,2,0,0,,Yes,The University of Western Australia,6.969,70.0,The University of Melbourne,6.963,67.67,Deakin University,6.969,70.0,,,,,,,,,,,,"
",2023,,3rd,,,,,
998,Non-Rural,60,65,61,0,0,0,,No,,,,The University of Notre Dame Sydney,6.0,62.0,The University of Notre Dame Fremantle,6.0,62.0,The University of Queensland (Metro),6.0,62.0,The University of Wollongong,5.5,61.75,,,,,,"
",2023,,,,,,,
999,Non-Rural,54,60,65,8,0,0,,No,,,,Deakin University,6.802,61.0,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
1000,Non-Rural,51,50,65,2,0,0,,No,,,,Deakin University,6.4,57.75,,,,,,,,,,,,,,,"
",2023,,,,,,,
1001,Non-Rural,61,64,65,0,0,0,,Yes,The University of Notre Dame Sydney,6.88,63.33,The University of Wollongong,5.5,63.75,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
1002,Non-Rural,71,68,60,0,0,0,,Yes,The University of Western Australia,7.0,64.75,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
1003,Rural,60,72,69,0,0,0,,Yes,The University of Melbourne,6.85,67.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
1004,Non-Rural,58,75,93,0,0,0,"
",,,,,The University of Melbourne,6.143,75.33,The University of Queensland (Metro),6.0,75.33,,,,,,,,,,,,,2024,,,,No,,,0.0
1005,Non-Rural,71,79,57,0,0,0,"
",,The University of Notre Dame Sydney,6.635,69.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1006,Non-Rural,66,72,71,0,0,0,"
",,Griffith University,6.741,70.0,The University of Melbourne,6.557,69.67,,,,,,,,,,,,,,,,2024,,3rd,,Yes,,,0.0
1007,Non-Rural,60,60,84,0,0,0,"
",,Griffith University,6.906,72.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1008,Non-Rural,57,74,64,0,0,0,"
",,Macquarie University,7.0,64.75,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1009,Non-Rural,58,64,59,4,0,0,"
",,,,,The University of Notre Dame Sydney,6.35,60.33,The University of Melbourne,6.3,60.33,Deakin University,6.35,60.0,The University of Notre Dame Fremantle,6.35,60.33,,,,,,,2024,,2nd,Did not apply,Yes,,,0.0
1010,Non-Rural,66,81,63,0,0,0,"thanks for the help r/gamsat! (no worries! -luke)
",,Griffith University,6.99,68.25,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1011,Non-Rural,59,68,81,0,0,0,"
",,The University of Notre Dame Sydney,6.854,69.33,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1012,Non-Rural,60,68,84,4,0,0,"
",,Deakin University,6.5,74.0,,,,,,,,,,,,,,,,,,,2024,,2nd,Did not apply,,,,0.0
1013,Non-Rural,60,64,77,0,0,0,"
",,The University of Queensland (RMP),7.0,67.0,,,,,,,,,,,,,,,,,,,2024,Tier 3,1st,,,,,0.0
1014,Non-Rural,69,63,87,0,0,0,"
",,The University of Notre Dame Sydney,6.618,73.0,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1015,Non-Rural,70,78,96,0,0,0,"
",,Griffith University,6.655,85.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1016,Non-Rural,62,62,75,0,0,0,"
",,The University of Queensland (RMP),6.92,66.33,,,,,,,,,,,,,,,,,,,2024,Tier 3,,,,,,0.0
1017,Non-Rural,70,63,57,0,0,0,"
",,,,,The University of Queensland (Metro),6.54,63.33,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1018,Non-Rural,57,68,55,0,0,0,"n/a
",,,,,The University of Wollongong,6.2,58.75,,,,,,,,,,,,,,,,2024,,4th,,,,,1.0
1019,Non-Rural,55,73,75,0,0,0,"
",,The University of Notre Dame Sydney,6.8,67.67,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1020,Non-Rural,65,59,73,0,0,0,"
",,,,,The University of Melbourne,6.538,65.67,Griffith University,6.567,67.5,The University of Queensland (RMP),6.525,65.67,The University of Wollongong,6.582,67.5,The University of Notre Dame Sydney,6.582,65.67,The University of Notre Dame Fremantle,6.582,65.67,2024,Tier 3,3rd,,No,,,0.0
1021,Non-Rural,57,68,68,0,0,0,"
",,Macquarie University,7.0,65.25,The University of Notre Dame Sydney,7.0,64.33,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1022,Non-Rural,56,63,63,0,0,0,"
",,The University of Notre Dame Fremantle,6.948,60.67,The University of Wollongong,6.948,61.25,,,,,,,,,,,,,,,,2024,,4th,,,,,1.0
1023,Non-Rural,61,77,64,0,0,0,"
",,The University of Notre Dame Sydney,6.677,67.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1024,Non-Rural,68,68,70,0,0,0,"
",,Macquarie University,6.67,69.0,The University of Wollongong,6.67,69.0,The University of Notre Dame Sydney,6.67,68.67,,,,,,,,,,,,,2024,,3rd,,,,,2.0
1025,Non-Rural,71,78,73,0,0,0,"
",,The University of Notre Dame Sydney,6.91,74.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1026,Non-Rural,65,69,68,0,0,0,"
",,The University of Queensland (RMP),7.0,67.33,,,,,,,,,,,,,,,,,,,2024,Tier 3,4th,,,,,0.0
1027,Non-Rural,58,72,66,0,0,0,"
",,Griffith University,6.927,65.5,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1028,Non-Rural,69,63,75,8,0,0,"
",,Deakin University,6.573,70.5,The University of Melbourne,6.413,69.0,,,,,,,,,,,,,,,,2024,,,Did not apply,No,,,0.0
1029,Rural,57,71,60,0,0,0,"
",,Griffith University,5.361,62.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1030,Non-Rural,63,68,65,0,0,0,"
",,The University of Notre Dame Fremantle,6.56,65.33,The University of Notre Dame Sydney,6.56,65.33,The University of Melbourne,6.5,65.33,The University of Wollongong,6.5,65.25,Deakin University,6.5,65.25,,,,,,,2024,,4th,Did not apply,No,,,0.0
1031,Non-Rural,62,63,62,2,0,0,"
",,,,,The University of Wollongong,6.49,62.25,The University of Queensland (RMP),7.0,62.33,The University of Melbourne,6.68,62.33,Griffith University,6.708,62.25,Deakin University,6.781,62.25,Macquarie University,6.594,62.25,2024,Tier 3,1st,Did not apply,Yes,,,1.0
1032,Non-Rural,80,81,71,0,0,0,"
",,Australian National University,7.0,75.75,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1033,Non-Rural,58,73,71,0,0,0,"
",,Griffith University,6.911,68.25,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1034,Rural,52,59,54,0,0,0,"
",,The University of Wollongong,6.396,54.75,,,,,,,,,,,,,,,,,,,2024,,1st,,,,,5.0
1035,Non-Rural,61,77,89,0,0,0,"
",,The University of Notre Dame Sydney,5.948,75.67,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1036,Rural,68,60,57,0,0,0,"
",,The University of Queensland (Metro),7.0,61.67,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1037,Non-Rural,61,69,71,0,0,0,"
",,The University of Notre Dame Sydney,6.646,67.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1038,Non-Rural,62,75,69,0,0,0,"
",,The University of Notre Dame Fremantle,6.59,68.67,The University of Melbourne,6.54,68.67,Deakin University,6.59,68.75,,,,,,,,,,,,,2024,,4th,Did not apply,No,WA Res,,0.0
1039,Non-Rural,60,71,75,0,0,0,"
",,Griffith University,6.979,70.25,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1040,Non-Rural,59,68,63,0,0,0,"
",,The University of Wollongong,6.729,63.25,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,2.0
1041,Rural,54,63,55,0,0,0,"
",,The University of Wollongong,5.87,56.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,4.0
1042,Non-Rural,57,77,75,0,0,0,"
",,Macquarie University,6.625,71.0,,,,,,,,,,,,,,,,,,,2024,,1st,,,,,0.0
1043,Non-Rural,69,85,57,0,0,0,"
",,The University of Notre Dame Sydney,6.757,70.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1044,Non-Rural,75,75,77,0,0,0,"
",,The University of Queensland (Metro),6.813,75.67,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1045,Non-Rural,59,82,52,0,0,0,"mature age student and career scientist/research
",,The University of Notre Dame Fremantle,6.4,64.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1046,Rural,50,62,51,0,0,0,"
",,Griffith University,6.74,53.5,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1047,Non-Rural,68,73,94,4,2,0,"
",,The University of Notre Dame Fremantle,5.486,78.33,The University of Wollongong,5.3,82.25,The University of Notre Dame Sydney,5.486,78.33,The University of Queensland (Metro),5.625,78.33,Australian National University,5.486,82.25,Deakin University,5.549,82.25,,,,2024,,4th,Did not apply,,,,4.0
1048,Non-Rural,62,86,68,0,0,0,"
",,The University of Notre Dame Sydney,6.948,72.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1049,Non-Rural,58,65,63,10,0,0,"
",,Deakin University,6.66,62.25,The University of Wollongong,6.455,62.25,The University of Queensland (Metro),6.565,62.0,Griffith University,6.507,62.25,,,,,,,,,,2024,,3rd,Did not apply,,,,2.0
1050,Non-Rural,56,69,55,4,0,0,"
",,,,,Deakin University,6.83,58.75,,,,,,,,,,,,,,,,2024,,4th,Did not apply,,,,0.0
1051,Non-Rural,57,79,59,0,0,0,"
",,The University of Notre Dame Sydney,6.979,65.0,The University of Melbourne,6.975,65.0,Deakin University,6.979,63.5,,,,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1052,Non-Rural,67,79,71,0,0,0,"i'm sad :(
",,The University of Notre Dame Sydney,6.304,72.33,The University of Melbourne,6.308,72.33,Deakin University,6.308,72.0,,,,,,,,,,,,,2024,,4th,Did not apply,Yes,,,0.0
1053,Non-Rural,72,73,54,0,0,0,"
",,The University of Wollongong,6.007,63.25,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,4.0
1054,Non-Rural,55,56,66,0,0,0,"
",,The University of Wollongong,6.292,60.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,1.0
1055,Non-Rural,67,64,75,2,0,0,"
",,The University of Notre Dame Fremantle,6.6,68.67,The University of Wollongong,6.6,70.25,Deakin University,6.395,70.25,Griffith University,6.6,70.25,The University of Queensland (Metro),6.6,68.67,The University of Notre Dame Sydney,6.6,68.67,,,,2024,,3rd,Did not apply,,,,1.0
1056,Non-Rural,59,59,59,2,0,0,"
",,,,,Deakin University,5.813,59.0,Griffith University,6.913,59.0,The University of Wollongong,5.813,59.0,The University of Queensland (Metro),7.0,59.0,The University of Melbourne,6.033,59.0,Macquarie University,6.624,59.0,2024,,2nd,Did not apply,Yes,,,1.0
1057,Non-Rural,57,74,72,0,0,0,"
",,The University of Queensland (RMP),6.825,67.67,The University of Melbourne,6.793,67.67,,,,,,,,,,,,,,,,2024,Tier 3,4th,,No,,,0.0
1058,Non-Rural,72,77,83,0,0,0,"
",,The University of Queensland (Metro),6.938,77.33,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1059,Non-Rural,62,59,70,4,0,0,"
",,,,,The University of Wollongong,6.736,65.25,The University of Melbourne,6.83,63.67,Deakin University,6.81,65.25,The University of Notre Dame Sydney,6.73,63.67,Macquarie University,6.73,65.25,The University of Western Australia,6.66,65.25,2024,,2nd,Did not apply,No,,,2.0
1060,Non-Rural,67,66,82,0,0,0,"
",,Griffith University,6.49,74.25,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1061,Non-Rural,68,71,76,0,0,0,"
",,Griffith University,6.625,72.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1062,Non-Rural,62,72,74,0,0,0,"
",,The University of Wollongong,5.5,70.5,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,2.0
1063,Non-Rural,58,66,70,0,0,0,"
",,The University of Queensland (RMP),6.99,64.67,,,,,,,,,,,,,,,,,,,2024,Tier 3,4th,,,,,0.0
1064,Rural,75,75,53,0,0,0,"
",,Australian National University,6.948,64.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1065,Non-Rural,56,65,81,2,0,0,"nope
",,Deakin University,6.93,70.75,The University of Melbourne,6.91,67.33,,,,,,,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1066,Rural,72,61,59,0,0,0,"
",,The University of Notre Dame Fremantle,6.27,64.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
